geo,time,name,aged_15plus_unemployment_rate_percent
isr,2002,Israel,12.888
isr,2003,Israel,13.505
isr,2004,Israel,13.029
isr,2005,Israel,11.342
isr,2006,Israel,10.707
isr,2007,Israel,9.379
isr,2008,Israel,7.704
isr,2009,Israel,9.534
isr,2010,Israel,8.48
isr,2011,Israel,7.139
isr,2012,Israel,6.762
isr,2013,Israel,6.137
isr,2014,Israel,5.789
isr,2015,Israel,5.176
isr,2016,Israel,4.723
isr,2017,Israel,4.14
isr,2018,Israel,3.917
isr,2019,Israel,3.731
isr,2020,Israel,4.169
isr,2021,Israel,4.812
isr,2022,Israel,3.695
isr,2023,Israel,3.371
ita,1970,Italy,5.44
ita,1971,Italy,5.44
ita,1972,Italy,6.39
ita,1973,Italy,6.37
ita,1974,Italy,5.38
ita,1975,Italy,5.82
ita,1976,Italy,6.64
ita,1977,Italy,7.12
ita,1978,Italy,7.24
ita,1979,Italy,7.64
ita,1980,Italy,7.53
ita,1982,Italy,9.03
ita,1983,Italy,8.531
ita,1984,Italy,9.404
ita,1985,Italy,9.404
ita,1986,Italy,10.535
ita,1987,Italy,10.719
ita,1988,Italy,10.973
ita,1989,Italy,10.989
ita,1990,Italy,9.781
ita,1991,Italy,10.097
ita,1992,Italy,9.321
ita,1993,Italy,10.212
ita,1994,Italy,11.086
ita,1995,Italy,11.661
ita,1996,Italy,11.864
ita,1997,Italy,11.985
ita,1998,Italy,12.117
ita,1999,Italy,11.681
ita,2000,Italy,10.834
ita,2001,Italy,9.599
ita,2002,Italy,9.211
ita,2003,Italy,8.869
ita,2004,Italy,7.866
ita,2005,Italy,7.73
ita,2006,Italy,6.777
ita,2007,Italy,6.076
ita,2008,Italy,6.723
ita,2009,Italy,7.749
ita,2010,Italy,8.363
ita,2011,Italy,8.359
ita,2012,Italy,10.655
ita,2013,Italy,12.149
ita,2014,Italy,12.683
ita,2015,Italy,11.896
ita,2016,Italy,11.688
ita,2017,Italy,11.211
ita,2018,Italy,10.538
ita,2019,Italy,9.884
ita,2020,Italy,9.192
ita,2021,Italy,9.497
ita,2022,Italy,8.069
ita,2023,Italy,7.627
ita,2024,Italy,6.5
jam,1969,Jamaica,17.58
jam,1972,Jamaica,23.18
jam,1973,Jamaica,22.11
jam,1974,Jamaica,20.5
jam,1975,Jamaica,19.65
jam,1976,Jamaica,21.81
jam,1978,Jamaica,23.72
jam,1980,Jamaica,35.51
jam,1981,Jamaica,25
jam,1982,Jamaica,26.7
jam,1985,Jamaica,33.39
jam,1988,Jamaica,23.03
jam,1990,Jamaica,15.72
jam,1991,Jamaica,15.74
jam,1992,Jamaica,15.75
jam,1993,Jamaica,16.32
jam,1994,Jamaica,15.34
jam,1995,Jamaica,16.23
jam,1996,Jamaica,16.01
jam,1997,Jamaica,16.35
jam,1998,Jamaica,15.5
jam,1999,Jamaica,15.74
jam,2000,Jamaica,15.539
jam,2001,Jamaica,14.93
jam,2002,Jamaica,14.19
jam,2003,Jamaica,11.731
jam,2004,Jamaica,12.205
jam,2005,Jamaica,11.263
jam,2006,Jamaica,10.325
jam,2007,Jamaica,9.745
jam,2008,Jamaica,6.666
jam,2009,Jamaica,7.314
jam,2010,Jamaica,7.63
jam,2011,Jamaica,8.034
jam,2012,Jamaica,8.695
jam,2013,Jamaica,9.698
jam,2014,Jamaica,9.046
jam,2015,Jamaica,13.511
jam,2016,Jamaica,8.634
jam,2017,Jamaica,7.399
jam,2018,Jamaica,5.47
jam,2019,Jamaica,4.987
jam,2020,Jamaica,6.501
jam,2021,Jamaica,5.188
jam,2022,Jamaica,4.083
jam,2023,Jamaica,3.022
jor,1983,Jordan,6.6
jor,1986,Jordan,13.3
jor,1987,Jordan,14.8
jor,1993,Jordan,19.7
jor,1995,Jordan,14.6
jor,1996,Jordan,13.7
jor,2000,Jordan,13.7
jor,2001,Jordan,14.7
jor,2002,Jordan,15.3
jor,2003,Jordan,14.5
jor,2005,Jordan,14.8
jor,2006,Jordan,14
jor,2007,Jordan,13.1
jor,2008,Jordan,12.7
jor,2009,Jordan,12.9
jor,2010,Jordan,12.5
jor,2011,Jordan,12.9
jor,2012,Jordan,12.2
jor,2013,Jordan,12.6
jor,2014,Jordan,11.9
jor,2015,Jordan,13.075
jor,2016,Jordan,15.275
jor,2017,Jordan,18.12
jor,2018,Jordan,18.257
jor,2019,Jordan,16.801
jor,2020,Jordan,19.213
jor,2021,Jordan,19.837
jor,2022,Jordan,18.2
jor,2023,Jordan,16.62
jpn,1953,Japan,1.9
jpn,1954,Japan,2.3
jpn,1955,Japan,2.5
jpn,1956,Japan,2.3
jpn,1957,Japan,1.9
jpn,1958,Japan,2.1
jpn,1959,Japan,2.2
jpn,1960,Japan,1.7
jpn,1961,Japan,1.4
jpn,1962,Japan,1.3
jpn,1963,Japan,1.3
jpn,1964,Japan,1.1
jpn,1965,Japan,1.2
jpn,1966,Japan,1.3
jpn,1967,Japan,1.3
jpn,1968,Japan,1.2
jpn,1969,Japan,1.1
jpn,1970,Japan,1.1
jpn,1971,Japan,1.2
jpn,1972,Japan,1.4
jpn,1973,Japan,1.3
jpn,1974,Japan,1.4
jpn,1975,Japan,1.9
jpn,1976,Japan,2
jpn,1977,Japan,2
jpn,1978,Japan,2.2
jpn,1979,Japan,2.1
jpn,1980,Japan,2
jpn,1981,Japan,2.2
jpn,1982,Japan,2.4
jpn,1983,Japan,2.6
jpn,1984,Japan,2.7
jpn,1985,Japan,2.6
jpn,1986,Japan,2.8
jpn,1987,Japan,2.8
jpn,1988,Japan,2.5
jpn,1989,Japan,2.3
jpn,1990,Japan,2.095
jpn,1991,Japan,2.059
jpn,1992,Japan,2.158
jpn,1993,Japan,2.539
jpn,1994,Japan,2.89
jpn,1995,Japan,3.15
jpn,1996,Japan,3.383
jpn,1997,Japan,3.374
jpn,1998,Japan,4.078
jpn,1999,Japan,4.677
jpn,2000,Japan,4.748
jpn,2001,Japan,5.02
jpn,2002,Japan,5.386
jpn,2003,Japan,5.251
jpn,2004,Japan,4.734
jpn,2005,Japan,4.446
jpn,2006,Japan,4.192
jpn,2007,Japan,3.888
jpn,2008,Japan,4.002
jpn,2009,Japan,5.068
jpn,2010,Japan,5.102
jpn,2011,Japan,4.55
jpn,2012,Japan,4.358
jpn,2013,Japan,4.038
jpn,2014,Japan,3.589
jpn,2015,Japan,3.385
jpn,2016,Japan,3.132
jpn,2017,Japan,2.822
jpn,2018,Japan,2.467
jpn,2019,Japan,2.351
jpn,2020,Japan,2.809
jpn,2021,Japan,2.808
jpn,2022,Japan,2.614
jpn,2023,Japan,2.6
jpn,2024,Japan,2.5
kaz,1991,Kazakhstan,0.05
kaz,1992,Kazakhstan,0.4
kaz,1993,Kazakhstan,1.11
kaz,1994,Kazakhstan,7.54
kaz,1995,Kazakhstan,10.98
kaz,1996,Kazakhstan,12.96
kaz,1997,Kazakhstan,13.01
kaz,1998,Kazakhstan,13.13
kaz,1999,Kazakhstan,13.46
kaz,2000,Kazakhstan,12.75
kaz,2001,Kazakhstan,10.43
kaz,2002,Kazakhstan,9.33
kaz,2003,Kazakhstan,8.78
kaz,2004,Kazakhstan,8.4
kaz,2005,Kazakhstan,8.13
kaz,2006,Kazakhstan,7.79
kaz,2007,Kazakhstan,7.26
kaz,2008,Kazakhstan,6.63
kaz,2009,Kazakhstan,6.55
kaz,2010,Kazakhstan,5.77
kaz,2011,Kazakhstan,5.39
kaz,2012,Kazakhstan,5.29
kaz,2013,Kazakhstan,5.2
kaz,2014,Kazakhstan,5.06
kaz,2015,Kazakhstan,4.93
kaz,2016,Kazakhstan,4.96
kaz,2017,Kazakhstan,4.9
kaz,2018,Kazakhstan,4.85
kaz,2019,Kazakhstan,4.8
kaz,2020,Kazakhstan,4.89
kaz,2022,Kazakhstan,4.86
ken,1999,Kenya,10.004
ken,2005,Kenya,9.957
ken,2009,Kenya,9.6
ken,2016,Kenya,2.757
ken,2019,Kenya,5.014
ken,2021,Kenya,5.693
ken,2022,Kenya,5.565
kgz,2000,Kyrgyz Republic,7.54
kgz,2001,Kyrgyz Republic,7.84
kgz,2002,Kyrgyz Republic,12.55
kgz,2003,Kyrgyz Republic,9.92
kgz,2004,Kyrgyz Republic,8.53
kgz,2005,Kyrgyz Republic,8.11
kgz,2006,Kyrgyz Republic,8.27
kgz,2007,Kyrgyz Republic,8.1
kgz,2008,Kyrgyz Republic,8.22
kgz,2009,Kyrgyz Republic,8.41
kgz,2010,Kyrgyz Republic,8.692
kgz,2011,Kyrgyz Republic,7.455
kgz,2012,Kyrgyz Republic,5.908
kgz,2013,Kyrgyz Republic,5.526
kgz,2014,Kyrgyz Republic,5.051
kgz,2015,Kyrgyz Republic,4.2
kgz,2016,Kyrgyz Republic,4.009
kgz,2017,Kyrgyz Republic,3.319
kgz,2018,Kyrgyz Republic,4.559
kgz,2019,Kyrgyz Republic,5.45
kgz,2020,Kyrgyz Republic,5.945
kgz,2021,Kyrgyz Republic,5.149
kgz,2022,Kyrgyz Republic,4.767
kgz,2023,Kyrgyz Republic,3.498
khm,1996,Cambodia,0.963
khm,1997,Cambodia,0.638
khm,1999,Cambodia,0.039
khm,2000,Cambodia,2.764
khm,2001,Cambodia,2.055
khm,2003,Cambodia,0.909
khm,2004,Cambodia,7.53
khm,2007,Cambodia,1.257
khm,2008,Cambodia,0.825
khm,2009,Cambodia,0.579
khm,2010,Cambodia,0.771
khm,2011,Cambodia,0.577
khm,2012,Cambodia,1.279
khm,2013,Cambodia,0.438
khm,2014,Cambodia,0.692
khm,2015,Cambodia,0.393
khm,2016,Cambodia,0.716
khm,2017,Cambodia,0.141
khm,2019,Cambodia,0.499
khm,2020,Cambodia,0.172
khm,2021,Cambodia,0.396
khm,2023,Cambodia,0.256
kir,2005,Kiribati,14.65
kir,2010,Kiribati,30.58
kir,2015,Kiribati,9.334
kir,2019,Kiribati,8.557
kir,2020,Kiribati,10.971
kir,2023,Kiribati,3.1
kna,1980,St. Kitts and Nevis,9.83
kna,1991,St. Kitts and Nevis,5.14
kna,2001,St. Kitts and Nevis,5.12
kor,1969,South Korea,4.86
kor,1970,South Korea,4.51
kor,1971,South Korea,4.57
kor,1972,South Korea,4.59
kor,1973,South Korea,4.04
kor,1974,South Korea,4.15
kor,1975,South Korea,4.18
kor,1976,South Korea,3.808
kor,1977,South Korea,3.806
kor,1978,South Korea,3.167
kor,1979,South Korea,3.812
kor,1980,South Korea,5.196
kor,1981,South Korea,4.507
kor,1982,South Korea,4.363
kor,1983,South Korea,4.068
kor,1984,South Korea,3.801
kor,1985,South Korea,3.983
kor,1986,South Korea,3.81
kor,1987,South Korea,3.088
kor,1988,South Korea,2.519
kor,1989,South Korea,2.569
kor,1990,South Korea,2.454
kor,1991,South Korea,2.407
kor,1992,South Korea,2.513
kor,1993,South Korea,2.878
kor,1994,South Korea,2.476
kor,1995,South Korea,2.063
kor,1996,South Korea,2.048
kor,1997,South Korea,2.608
kor,1998,South Korea,6.963
kor,1999,South Korea,6.342
kor,2000,South Korea,4.063
kor,2001,South Korea,3.699
kor,2002,South Korea,3.046
kor,2003,South Korea,3.348
kor,2004,South Korea,3.42
kor,2005,South Korea,3.482
kor,2006,South Korea,3.254
kor,2007,South Korea,3.013
kor,2008,South Korea,2.959
kor,2009,South Korea,3.363
kor,2010,South Korea,3.324
kor,2011,South Korea,2.992
kor,2012,South Korea,2.812
kor,2013,South Korea,3.067
kor,2014,South Korea,3.082
kor,2015,South Korea,3.546
kor,2016,South Korea,3.65
kor,2017,South Korea,3.653
kor,2018,South Korea,3.824
kor,2019,South Korea,3.746
kor,2020,South Korea,3.931
kor,2021,South Korea,3.639
kor,2022,South Korea,2.857
kor,2023,South Korea,2.675
kor,2024,South Korea,2.784
kwt,1983,Kuwait,1.02
kwt,1988,Kuwait,1.91
kwt,1993,Kuwait,0.8
kwt,1994,Kuwait,0.7
kwt,1996,Kuwait,0.7
kwt,1997,Kuwait,0.7
kwt,1998,Kuwait,0.7
kwt,1999,Kuwait,0.7
kwt,2000,Kuwait,0.8
kwt,2001,Kuwait,0.8
kwt,2002,Kuwait,1.1
kwt,2003,Kuwait,1.3
kwt,2004,Kuwait,1.7
kwt,2005,Kuwait,1.95
kwt,2006,Kuwait,1.3
kwt,2007,Kuwait,1.5
kwt,2008,Kuwait,1.75
kwt,2009,Kuwait,1.64
kwt,2010,Kuwait,1.82
kwt,2014,Kuwait,2.9
kwt,2015,Kuwait,2.2
kwt,2016,Kuwait,2.16
lao,1995,Lao,2.6
lao,2005,Lao,1.35
lao,2010,Lao,0.708
lao,2015,Lao,2.006
lao,2017,Lao,3.268
lao,2022,Lao,1.209
lbn,1997,Lebanon,8.62
lbn,2004,Lebanon,7.85
lbn,2007,Lebanon,8.98
lbn,2009,Lebanon,6.355
lbn,2019,Lebanon,11.301
lbr,2010,Liberia,2.266
lbr,2014,Liberia,2.079
lbr,2016,Liberia,3.081
lbr,2017,Liberia,5.931
lby,2012,Libya,19.03
lca,1993,St. Lucia,16.8
lca,1994,St. Lucia,17
lca,1995,St. Lucia,15.83
lca,1996,St. Lucia,16.33
lca,1997,St. Lucia,20.47
lca,1998,St. Lucia,21.6
lca,1999,St. Lucia,18.09
lca,2000,St. Lucia,16.49
lca,2002,St. Lucia,20.39
lca,2003,St. Lucia,22.18
lca,2004,St. Lucia,20.97
lca,2005,St. Lucia,18.7
lca,2006,St. Lucia,16
lca,2007,St. Lucia,14
lca,2008,St. Lucia,12.72
lca,2009,St. Lucia,15.37
lca,2011,St. Lucia,18.86
lca,2012,St. Lucia,19.06
lca,2013,St. Lucia,22.21
lca,2017,St. Lucia,19.136
lca,2018,St. Lucia,19.329
lca,2019,St. Lucia,15.613
lca,2020,St. Lucia,25.224
lca,2021,St. Lucia,20.514
lca,2022,St. Lucia,15.934
lca,2023,St. Lucia,12.094
lca,2024,St. Lucia,10.199
lie,1990,Liechtenstein,0.15
lie,1991,Liechtenstein,0.52
lie,1992,Liechtenstein,0.76
lie,1993,Liechtenstein,1.36
lie,1994,Liechtenstein,1.02
lie,1995,Liechtenstein,0.9
lie,1996,Liechtenstein,1.6
lie,1997,Liechtenstein,1.34
lie,1998,Liechtenstein,1.78
lie,1999,Liechtenstein,1.78
lie,2000,Liechtenstein,1.27
lie,2001,Liechtenstein,1.12
lie,2002,Liechtenstein,1.45
lie,2003,Liechtenstein,2.11
lie,2004,Liechtenstein,2.4
lie,2005,Liechtenstein,2.66
lie,2006,Liechtenstein,2.46
lie,2007,Liechtenstein,2.01
lka,1990,Sri Lanka,14.06
lka,1991,Sri Lanka,14.661
lka,1992,Sri Lanka,14.22
lka,1993,Sri Lanka,13.82
lka,1994,Sri Lanka,13.03
lka,1995,Sri Lanka,12.27
lka,1996,Sri Lanka,11.35
lka,1997,Sri Lanka,10.6
lka,1998,Sri Lanka,9.17
lka,1999,Sri Lanka,8.88
lka,2000,Sri Lanka,7.74
lka,2001,Sri Lanka,7.9
lka,2002,Sri Lanka,8.76
lka,2003,Sri Lanka,8.22
lka,2004,Sri Lanka,8.38
lka,2005,Sri Lanka,7.67
lka,2006,Sri Lanka,6.5
lka,2007,Sri Lanka,5.97
lka,2008,Sri Lanka,5.22
lka,2009,Sri Lanka,5.85
lka,2010,Sri Lanka,4.784
lka,2011,Sri Lanka,4.118
lka,2012,Sri Lanka,3.88
lka,2013,Sri Lanka,4.186
lka,2014,Sri Lanka,4.157
lka,2015,Sri Lanka,4.519
lka,2016,Sri Lanka,4.242
lka,2017,Sri Lanka,4.046
lka,2018,Sri Lanka,4.318
lka,2019,Sri Lanka,4.67
lka,2020,Sri Lanka,5.364
lka,2021,Sri Lanka,4.981
lka,2022,Sri Lanka,4.528
lso,1986,Lesotho,10
lso,1997,Lesotho,37.94
lso,1999,Lesotho,27.27
lso,2008,Lesotho,35.46
lso,2013,Lesotho,24.58
lso,2019,Lesotho,16.876
ltu,1994,Lithuania,17.33
ltu,1995,Lithuania,17.54
ltu,1996,Lithuania,16.4
ltu,1997,Lithuania,14.13
ltu,1998,Lithuania,13.711
ltu,1999,Lithuania,13.388
ltu,2000,Lithuania,15.931
ltu,2001,Lithuania,16.84
ltu,2002,Lithuania,13.008
ltu,2003,Lithuania,12.874
ltu,2004,Lithuania,10.684
ltu,2005,Lithuania,8.325
ltu,2006,Lithuania,5.78
ltu,2007,Lithuania,4.25
ltu,2008,Lithuania,5.826
ltu,2009,Lithuania,13.785
ltu,2010,Lithuania,17.814
ltu,2011,Lithuania,15.39
ltu,2012,Lithuania,13.365
ltu,2013,Lithuania,11.77
ltu,2014,Lithuania,10.698
ltu,2015,Lithuania,9.12
ltu,2016,Lithuania,7.862
ltu,2017,Lithuania,7.073
ltu,2018,Lithuania,6.147
ltu,2019,Lithuania,6.255
ltu,2020,Lithuania,8.487
ltu,2021,Lithuania,7.112
ltu,2022,Lithuania,5.955
ltu,2023,Lithuania,6.841
ltu,2024,Lithuania,7.1
lux,1983,Luxembourg,3.198
lux,1984,Luxembourg,2.628
lux,1985,Luxembourg,2.956
lux,1986,Luxembourg,2.631
lux,1987,Luxembourg,2.465
lux,1988,Luxembourg,1.998
lux,1989,Luxembourg,1.588
lux,1990,Luxembourg,1.607
lux,1991,Luxembourg,1.482
lux,1992,Luxembourg,2.029
lux,1993,Luxembourg,2.33
lux,1994,Luxembourg,3.479
lux,1995,Luxembourg,2.918
lux,1996,Luxembourg,3.286
lux,1997,Luxembourg,2.527
lux,1998,Luxembourg,2.763
lux,1999,Luxembourg,2.39
lux,2000,Luxembourg,2.345
lux,2001,Luxembourg,1.805
lux,2002,Luxembourg,2.621
lux,2003,Luxembourg,3.675
lux,2004,Luxembourg,5.113
lux,2005,Luxembourg,4.488
lux,2006,Luxembourg,4.731
lux,2007,Luxembourg,4.065
lux,2008,Luxembourg,5.06
lux,2009,Luxembourg,5.194
lux,2010,Luxembourg,4.423
lux,2011,Luxembourg,5.122
lux,2012,Luxembourg,5.03
lux,2013,Luxembourg,6.045
lux,2014,Luxembourg,6.044
lux,2015,Luxembourg,6.796
lux,2016,Luxembourg,6.669
lux,2017,Luxembourg,5.523
lux,2018,Luxembourg,5.589
lux,2019,Luxembourg,5.592
lux,2020,Luxembourg,6.766
lux,2021,Luxembourg,5.571
lux,2022,Luxembourg,4.588
lux,2023,Luxembourg,5.184
lux,2024,Luxembourg,6.4
lva,1996,Latvia,20.93
lva,1997,Latvia,14.9
lva,1998,Latvia,14.454
lva,1999,Latvia,13.79
lva,2000,Latvia,14.211
lva,2001,Latvia,13.821
lva,2002,Latvia,13.829
lva,2003,Latvia,12.061
lva,2004,Latvia,11.708
lva,2005,Latvia,10.033
lva,2006,Latvia,7.03
lva,2007,Latvia,6.052
lva,2008,Latvia,7.739
lva,2009,Latvia,17.515
lva,2010,Latvia,19.482
lva,2011,Latvia,16.206
lva,2012,Latvia,15.047
lva,2013,Latvia,11.867
lva,2014,Latvia,10.846
lva,2015,Latvia,9.873
lva,2016,Latvia,9.643
lva,2017,Latvia,8.715
lva,2018,Latvia,7.412
lva,2019,Latvia,6.312
lva,2020,Latvia,8.098
lva,2021,Latvia,7.513
lva,2022,Latvia,6.815
lva,2023,Latvia,6.465
lva,2024,Latvia,6.9
mar,1982,Morocco,11.503
mar,1987,Morocco,14.7
mar,1988,Morocco,13.9
mar,1989,Morocco,16.3
mar,1990,Morocco,15.8
mar,1991,Morocco,16.98
mar,1992,Morocco,15.68
mar,1993,Morocco,15.69
mar,1994,Morocco,17.931
mar,1995,Morocco,22.86
mar,1996,Morocco,17.76
mar,1997,Morocco,16.67
mar,1998,Morocco,19.12
mar,1999,Morocco,13.94
mar,2000,Morocco,13.58
mar,2001,Morocco,12.46
mar,2002,Morocco,11.59
mar,2003,Morocco,11.92
mar,2004,Morocco,10.83
mar,2005,Morocco,11.01
mar,2006,Morocco,9.67
mar,2007,Morocco,9.56
mar,2008,Morocco,9.57
mar,2009,Morocco,8.96
mar,2010,Morocco,9.09
mar,2011,Morocco,8.91
mar,2012,Morocco,8.99
mar,2013,Morocco,9.23
mar,2014,Morocco,9.7
mar,2015,Morocco,9.46
mar,2016,Morocco,9.3
mar,2021,Morocco,12.28
mar,2022,Morocco,11.79
mco,2000,Monaco,3.6
mco,2016,Monaco,6.33
mda,1999,Moldova,11.14
mda,2000,Moldova,8.539
mda,2001,Moldova,7.366
mda,2002,Moldova,6.845
mda,2003,Moldova,6.378
mda,2004,Moldova,6.374
mda,2005,Moldova,5.633
mda,2006,Moldova,4.26
mda,2007,Moldova,2.749
mda,2008,Moldova,2.097
mda,2009,Moldova,3.024
mda,2010,Moldova,2.972
mda,2011,Moldova,2.677
mda,2012,Moldova,2.189
mda,2013,Moldova,1.894
mda,2014,Moldova,1.45
mda,2015,Moldova,1.781
mda,2016,Moldova,1.591
mda,2017,Moldova,1.622
mda,2018,Moldova,1.239
mda,2019,Moldova,1.502
mda,2020,Moldova,1.206
mda,2021,Moldova,0.794
mda,2022,Moldova,0.909
mda,2023,Moldova,1.57
mda,2024,Moldova,1.427
mdg,2000,Madagascar,5.8
mdg,2001,Madagascar,5.35
mdg,2003,Madagascar,5.01
mdg,2005,Madagascar,2.62
mdg,2010,Madagascar,4.28
mdg,2012,Madagascar,0.599
mdg,2015,Madagascar,1.785
mdg,2022,Madagascar,3.186
mdv,1995,Maldives,0.79
mdv,2000,Maldives,1.97
mdv,2009,Maldives,11.697
mdv,2014,Maldives,3.846
mdv,2016,Maldives,5.771
mdv,2019,Maldives,4.562
mex,1988,Mexico,1.76
mex,1991,Mexico,3.145
mex,1992,Mexico,3.235
mex,1993,Mexico,3.365
mex,1994,Mexico,4.436
mex,1995,Mexico,7.095
mex,1996,Mexico,5.465
mex,1997,Mexico,4.235
mex,1998,Mexico,3.733
mex,1999,Mexico,2.598
mex,2000,Mexico,2.646
mex,2001,Mexico,2.627
mex,2002,Mexico,3.003
mex,2003,Mexico,3.455
mex,2004,Mexico,3.937
mex,2005,Mexico,3.558
mex,2006,Mexico,3.566
mex,2007,Mexico,3.628
mex,2008,Mexico,3.874
mex,2009,Mexico,5.356
mex,2010,Mexico,5.303
mex,2011,Mexico,5.175
mex,2012,Mexico,4.892
mex,2013,Mexico,4.921
mex,2014,Mexico,4.819
mex,2015,Mexico,4.311
mex,2016,Mexico,3.853
mex,2017,Mexico,3.419
mex,2018,Mexico,3.275
mex,2019,Mexico,3.477
mex,2020,Mexico,4.44
mex,2021,Mexico,4.019
mex,2022,Mexico,3.256
mex,2023,Mexico,2.765
mex,2024,Mexico,2.678
mex,2025,Mexico,2.446
mhl,1980,Marshall Islands,9.73
mhl,1988,Marshall Islands,12.47
mhl,2005,Marshall Islands,25.37
mhl,2011,Marshall Islands,4.74
mhl,2019,Marshall Islands,6.342
mhl,2021,Marshall Islands,9.823
mkd,1982,North Macedonia,22
mkd,1983,North Macedonia,20.9
mkd,1984,North Macedonia,21.1
mkd,1985,North Macedonia,21.6
mkd,1986,North Macedonia,21.7
mkd,1987,North Macedonia,21.5
mkd,1988,North Macedonia,21.4
mkd,1989,North Macedonia,22.6
mkd,1990,North Macedonia,23.6
mkd,1991,North Macedonia,24.5
mkd,1992,North Macedonia,26.3
mkd,1993,North Macedonia,27.7
mkd,1994,North Macedonia,30
mkd,1995,North Macedonia,35.6
mkd,1996,North Macedonia,38.8
mkd,1997,North Macedonia,36
mkd,1998,North Macedonia,34.5
mkd,1999,North Macedonia,32.4
mkd,2000,North Macedonia,32.2
mkd,2001,North Macedonia,30.52
mkd,2002,North Macedonia,31.94
mkd,2003,North Macedonia,36.69
mkd,2004,North Macedonia,37.161
mkd,2005,North Macedonia,37.32
mkd,2006,North Macedonia,36.392
mkd,2007,North Macedonia,35.231
mkd,2008,North Macedonia,33.93
mkd,2009,North Macedonia,32.351
mkd,2010,North Macedonia,33.135
mkd,2011,North Macedonia,31.502
mkd,2012,North Macedonia,31.096
mkd,2013,North Macedonia,29.017
mkd,2014,North Macedonia,28.215
mkd,2015,North Macedonia,26.395
mkd,2016,North Macedonia,24.312
mkd,2017,North Macedonia,22.857
mkd,2018,North Macedonia,21.208
mkd,2019,North Macedonia,17.414
mkd,2020,North Macedonia,16.575
mkd,2021,North Macedonia,15.801
mkd,2022,North Macedonia,14.476
mkd,2023,North Macedonia,13.174
mkd,2024,North Macedonia,12.265
mli,1997,Mali,3.3
mli,2004,Mali,8.75
mli,2007,Mali,11.71
mli,2009,Mali,1.665
mli,2010,Mali,8.07
mli,2011,Mali,6.9
mli,2013,Mali,6.351
mli,2014,Mali,6.375
mli,2015,Mali,7.729
mli,2016,Mali,1.367
mli,2017,Mali,7.414
mli,2018,Mali,1.62
mli,2019,Mali,3.29
mli,2020,Mali,3.528
mli,2022,Mali,2.387
mlt,1983,Malta,8.5
mlt,1985,Malta,8.1
mlt,1986,Malta,6.8
mlt,1987,Malta,4.4
mlt,1988,Malta,4
mlt,1989,Malta,3.7
mlt,1990,Malta,3.9
mlt,1991,Malta,3.6
mlt,1992,Malta,4
mlt,1993,Malta,4.5
mlt,1994,Malta,4.1
mlt,1995,Malta,3.7
mlt,1996,Malta,4.4
mlt,1997,Malta,5
mlt,1998,Malta,5.1
mlt,1999,Malta,5.3
mlt,2000,Malta,6.324
mlt,2001,Malta,7.107
mlt,2002,Malta,6.902
mlt,2003,Malta,7.488
mlt,2004,Malta,7.317
mlt,2005,Malta,6.923
mlt,2006,Malta,6.798
mlt,2007,Malta,6.472
mlt,2008,Malta,5.977
mlt,2009,Malta,6.896
mlt,2010,Malta,6.861
mlt,2011,Malta,6.388
mlt,2012,Malta,6.203
mlt,2013,Malta,6.115
mlt,2014,Malta,5.737
mlt,2015,Malta,5.389
mlt,2016,Malta,4.694
mlt,2017,Malta,4.008
mlt,2018,Malta,3.956
mlt,2019,Malta,4.08
mlt,2020,Malta,4.856
mlt,2021,Malta,3.754
mlt,2022,Malta,3.471
mlt,2023,Malta,3.479
mlt,2024,Malta,3.1
mmr,1990,Myanmar,6
mmr,2014,Myanmar,3.868
mmr,2015,Myanmar,0.766
mmr,2017,Myanmar,1.356
mmr,2018,Myanmar,0.767
mmr,2019,Myanmar,0.407
mmr,2020,Myanmar,1.476
mne,2005,Montenegro,30.31
mne,2007,Montenegro,19.4
mne,2008,Montenegro,17.15
mne,2009,Montenegro,19.09
mne,2010,Montenegro,19.649
mne,2011,Montenegro,19.759
mne,2012,Montenegro,19.808
mne,2013,Montenegro,19.585
mne,2014,Montenegro,18.054
mne,2015,Montenegro,17.555
mne,2016,Montenegro,17.732
mne,2017,Montenegro,16.082
mne,2018,Montenegro,15.19
mne,2019,Montenegro,15.128
mne,2020,Montenegro,17.878
mne,2021,Montenegro,16.543
mne,2022,Montenegro,14.851
mne,2023,Montenegro,13.146
mng,1995,Mongolia,5.5
mng,2002,Mongolia,6.2
mng,2003,Mongolia,6.768
mng,2006,Mongolia,7.193
mng,2007,Mongolia,7.2
mng,2008,Mongolia,5.565
mng,2009,Mongolia,5.86
mng,2010,Mongolia,6.549
mng,2011,Mongolia,4.769
mng,2012,Mongolia,3.905
mng,2013,Mongolia,4.231
mng,2014,Mongolia,4.798
mng,2015,Mongolia,4.861
mng,2016,Mongolia,7.235
mng,2017,Mongolia,6.359
mng,2018,Mongolia,5.377
mng,2019,Mongolia,9.024
mng,2020,Mongolia,6.413
mng,2021,Mongolia,7.871
mng,2022,Mongolia,5.954
mng,2023,Mongolia,5.178
moz,1997,Mozambique,2.7
moz,2015,Mozambique,3.426
moz,2022,Mozambique,6.789
mrt,1977,Mauritania,14.14
mrt,1988,Mauritania,25.8
mrt,2012,Mauritania,9.864
mrt,2017,Mauritania,10.336
mrt,2019,Mauritania,10.416
mus,1995,Mauritius,9.59
mus,2001,Mauritius,9.14
mus,2002,Mauritius,8.205
mus,2003,Mauritius,5.904
